player_name,real_name,nationality,team,player_status,link,link2,link3,link3,link4
Ko0mbra,H?vard Lund,Norway,Cloud9,Active,{"twitch_link":"https://www.twitch.tv/ko0mbra"\,twitter_link:"https://twitter.com/ko0mbra"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
kolizeum,Victor Champoski,Brazil,Cloud9,Active,{"twitch_link":"https://www.twitch.tv/ksfkolizeum"\,twitter_link:"https://twitter.com/kolizeumcs"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/c/KolliZeuM"\,esl_profile_link:"None"}
Kontesti,Stanis?aw Janicki,Poland,Cloud9,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/kontestixds"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Kontyan,,Japan,Radical Pop Gaming,Active,{"twitch_link":"https://www.twitch.tv/rpg_kontyan_vt"\,twitter_link:"https://twitter.com/Kontyan_115"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCowAESmPSOff7S4-caoBP0A/featured"\,esl_profile_link:"None"}
Kotigami,Jonathan Carlo,United States,Radical Pop Gaming,Active,{"twitch_link":"https://www.twitch.tv/kotigami"\,twitter_link:"https://twitter.com/kotigami"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
KoToRi,,Japan,Radical Pop Gaming,Retired,{"twitch_link":"https://www.twitch.tv/kotor1n_ch"\,twitter_link:"https://twitter.com/kotorida4o"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCJAt2KiAfHQUSk6SQSMTH8w"\,esl_profile_link:"None"}
Kouhia,Lauri Kouhi,Finland,Radical Pop Gaming,Active,{"twitch_link":"https://www.twitch.tv/kouhiaa"\,twitter_link:"https://twitter.com/Kouhia_"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"Http://play.eslgaming.com/player/10949673"}
kouhiraiwa,Kosuke Hiraiwa,Japan,Radical Pop Gaming,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/kouhiraiwa777"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCWRv0opKmUbsNmcjwRtfC0w"\,esl_profile_link:"None"}
Koyomi,,Japan,Radical Pop Gaming,Active,{"twitch_link":"https://www.twitch.tv/wararabekoyomi"\,twitter_link:"https://twitter.com/wararabekoyomi"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCzLmBJX3be1fYyEvlCj0reQ"\,esl_profile_link:"None"}
Kozay,Victor T?rnbom,Sweden,Radical Pop Gaming,Active,{"twitch_link":"https://www.twitch.tv/kozay"\,twitter_link:"https://twitter.com/KozayTwitch"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Kr0noz,álvaro Sebastián Bahamonde Betancur,Chile,Radical Pop Gaming,Retired,{"twitch_link":"https://www.twitch.tv/kr0noz2"\,twitter_link:"https://twitter.com/Kr0nozt"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Kraftyy,Jesse Kraft,United States,Team SoloMid,Retired,{"twitch_link":"https://www.twitch.tv/realkraftyy"\,twitter_link:"https://twitter.com/RealKraftyy"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCCNarJkPEdPQHci9mVm2ajQ"\,esl_profile_link:"None"}
Kralex,Hayat Bekzod Alex Ashurov,Turkey,ATK,Active,{"twitch_link":"https://www.twitch.tv/kralexxd"\,twitter_link:"https://twitter.com/kralexxd"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Krama,Dylan Catalano,France,AllPlanned,Active,{"twitch_link":"https://www.twitch.tv/krama"\,twitter_link:"https://twitter.com/KramaFPS"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/dylancat22"\,esl_profile_link:"None"}
Krapy,Liao Hsien-Ting,Taiwan,AllPlanned,Active,{"twitch_link":"https://www.twitch.tv/krapycoco"\,twitter_link:"None"\,facebook_link:"http://facebook.com/Krapyliao"\,youtube_link:"http://www.youtube.com/channel/UCP7weczlBL3Je0C0fmrGWxA"\,esl_profile_link:"None"}
Kraulley,Bruno Martins,Brazil,Flawless Gaming,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/kraulley"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCCbX9hdQ7lorzDEzOf8XigA?view_as=subscriber"\,esl_profile_link:"None"}
KrEy,Kirill Buhanisty,Russia,nxblesse,Active,{"twitch_link":"https://www.twitch.tv/krey_k"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
krezenn,Vadim Chernenkov,Russia,UpRising,Active,{"twitch_link":"https://www.twitch.tv/krezenn"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCQmj5l5_MkrcKr85Wz4g6uQ/featured?view_as=subscriber"\,esl_profile_link:"None"}
KrimNN-,Ariel Llanos,Argentina,UpRising,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/KrimNN_"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCeYLISOU7aRSElJw0m3lsIw"\,esl_profile_link:"None"}
Kripz,Umesh Kripalani,India,UpRising,Unknown,{"twitch_link":"None"\,twitter_link:"https://twitter.com/KripzCasts"\,facebook_link:"http://facebook.com/KripzCasts"\,youtube_link:"None"\,esl_profile_link:"None"}
Kruhmmy,Edgar Figueroa,United States,start a fight eSports,Active,{"twitch_link":"https://www.twitch.tv/kruhmmy"\,twitter_link:"https://twitter.com/Kruhmmyy"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Kryp,Iván Cuesta Mendez,Spain,SUCCUBUS,Active,{"twitch_link":"https://www.twitch.tv/kryp"\,twitter_link:"https://twitter.com/KrypFPS"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/c/krypfps"\,esl_profile_link:"Http://play.eslgaming.com/player/2864441"}
KSWINNIIE,Elwin Echeveria,France,69iQ eSports,Active,{"twitch_link":"https://www.twitch.tv/kswinniie"\,twitter_link:"https://twitter.com/KSWINNIIE"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
KTVSKY,Alexander Lyashkov,Russia,69iQ eSports,Retired,{"twitch_link":"https://www.twitch.tv/KTVSKY"\,twitter_link:"https://twitter.com/KTVSKY_BR"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCd8LNXKST3VEgVeRnRcZJmg"\,esl_profile_link:"Http://play.eslgaming.com/player/11834221"}
Kuku,,China,LG,Active,{"twitch_link":"None"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Kurt,Kurtis Gallo,United States,LG,Retired,{"twitch_link":"https://www.twitch.tv/Kurt"\,twitter_link:"https://twitter.com/KurtG"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCRSNU3FHx4AWAEnd-flTd6Q"\,esl_profile_link:"None"}
Kurtis,Kurtis Thom,Canada,LG,Retired,{"twitch_link":"https://www.twitch.tv/kurtisapx"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Kyaryneru,,Japan,ORTHROS,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/kyary_neruneru"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCQS8Z00iSMyy4saXYzAT69Q"\,esl_profile_link:"None"}
kyoya,,Japan,Lag Gaming,Active,{"twitch_link":"https://www.twitch.tv/kyoya333"\,twitter_link:"https://twitter.com/kyoya3333"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Kyraig,Kyle Craig,United States,Lag Gaming,Retired,{"twitch_link":"https://www.twitch.tv/kyraig"\,twitter_link:"https://twitter.com/kyraig_"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UC6CjIOl36RdoXi60uroKhtQ?view_as=subscriber"\,esl_profile_link:"None"}
Kyrie,Tomás Ghilino,Argentina,Lag Gaming,Retired,{"twitch_link":"https://www.twitch.tv/pibbee"\,twitter_link:"https://twitter.com/Pibbee1"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCC_YKVgDc6DjYnmQbD4bwnw?view_as=subscriber"\,esl_profile_link:"Http://play.eslgaming.com/player/13339898"}
KzyyX,Sila Akepadcha,Thailand,grApe,Active,{"twitch_link":"https://www.twitch.tv/KzyyX"\,twitter_link:"https://twitter.com/kzyx10"\,facebook_link:"http://facebook.com/Kzyx.live"\,youtube_link:"None"\,esl_profile_link:"None"}
L1ng,Reichi Baba,Japan,Flora esports,Active,{"twitch_link":"https://www.twitch.tv/l1ng_ftw"\,twitter_link:"https://twitter.com/L1ng_ftw"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCy1WK6tDtiMWNaHw8frM5_w"\,esl_profile_link:"None"}
L8ef,,Japan,DeToNator,Retired,{"twitch_link":"https://www.twitch.tv/L8af"\,twitter_link:"https://twitter.com/L8ef_"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCmzRNMuC3LAGRq2TtDySycg/featured"\,esl_profile_link:"None"}
laggeRR,Corentin Sadoun,France,Solaris,Active,{"twitch_link":"https://www.twitch.tv/lxggerr"\,twitter_link:"https://twitter.com/_laggeRR"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UC11pbAj1oRq2hhKjg18cHrw"\,esl_profile_link:"Http://play.eslgaming.com/player/13338900"}
Lalab4ng,Nattakit Sukjaroen,Thailand,Solaris,Active,{"twitch_link":"https://www.twitch.tv/lalabang_"\,twitter_link:"https://twitter.com/Lalab4ngg"\,facebook_link:"http://facebook.com/pangniMaa"\,youtube_link:"None"\,esl_profile_link:"None"}
Lands,Dominik Zraly,Czech Republic,Solaris,Retired,{"twitch_link":"https://www.twitch.tv/LandsU"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/AntivaxWraith"\,esl_profile_link:"None"}
Law,Dylan Martinez,Uruguay,Solaris,Retired,{"twitch_link":"https://www.twitch.tv/lawiit"\,twitter_link:"https://twitter.com/Lawiit"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Lax,Elias Tannerfalk,Sweden,Solaris,Retired,{"twitch_link":"https://www.twitch.tv/laxfps"\,twitter_link:"https://twitter.com/Laxfps"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UChzHm7Dq1oZCsg3oJwkXmYQ"\,esl_profile_link:"Http://play.eslgaming.com/player/13341002"}
Laxus,,Japan,Solaris,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/Laxus_30"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Layn,Lane Carter,Canada,Solaris,Retired,{"twitch_link":"https://www.twitch.tv/akaLayn"\,twitter_link:"https://twitter.com/aka_Layn"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
LAZXR,Dennis Wadenfors,Sweden,Solaris,Active,{"twitch_link":"https://www.twitch.tv/LAZXRgg"\,twitter_link:"https://twitter.com/LAZXRwasTaken"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCF9jIcRbVLLlE83HMrZaKnw"\,esl_profile_link:"Http://play.eslgaming.com/player/13961452"}
LDraconiaN,Alperen Mehmet ?zsoy,Turkey,Fenerbah?e Esports,Active,{"twitch_link":"https://www.twitch.tv/lDraconian"\,twitter_link:"https://twitter.com/LDraconiaN_"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
LEEYUN,,Japan,Northeption,Active,{"twitch_link":"https://www.twitch.tv/marcyk_"\,twitter_link:"https://twitter.com/VrsLeeYun"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCc8UyMW6Ojd1KWwlrqdsJEg"\,esl_profile_link:"None"}
Legitlolly,Jordan Anthony Leigh Matthews,United Kingdom,Forg Gang,Active,{"twitch_link":"https://www.twitch.tv/legitlolly"\,twitter_link:"https://twitter.com/legitlolly"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Leia,,Japan,DeToNator,Retired,{"twitch_link":"https://www.twitch.tv/fps_leia"\,twitter_link:"https://twitter.com/Leia_yAy"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Lejetta,Kochi Naoto,Japan,Team UNITE,Active,{"twitch_link":"https://www.twitch.tv/lejetta"\,twitter_link:"https://twitter.com/apexlejetta"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Lelia,,Japan,Team UNITE,Active,{"twitch_link":"https://www.twitch.tv/leliafps"\,twitter_link:"https://twitter.com/Leliafps"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UChvfete4FUL839j9D1RDWcw"\,esl_profile_link:"None"}
Lemon,,Japan,ORTHROS FANG,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/Citreaego_Lemon"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCe7PqxwHUFRaQP8otgNHrfw"\,esl_profile_link:"None"}
Lemona,,Japan,ORTHROS FANG,Active,{"twitch_link":"https://www.twitch.tv/dtn_lemona"\,twitter_link:"https://twitter.com/lemona_5656"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCCSQccqxBB8gmmiTJNg3v-A"\,esl_profile_link:"None"}
Leodeddz,Leo Nilsson,Sweden,ORTHROS FANG,Retired,{"twitch_link":"https://www.twitch.tv/leodeddz"\,twitter_link:"https://twitter.com/leodeddz"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"Http://play.eslgaming.com/player/9679253"}
Leodkai,Leonardo Orfano,Argentina,Dood Esports,Active,{"twitch_link":"https://www.twitch.tv/leodkai"\,twitter_link:"https://twitter.com/leodkai"\,facebook_link:"http://facebook.com/LEODKAI"\,youtube_link:"http://www.youtube.com/leodkai"\,esl_profile_link:"None"}
Leogri3x6,Leonid Grishin,Russia,Gambit Esports,Active,{"twitch_link":"https://www.twitch.tv/leogri"\,twitter_link:"https://twitter.com/leogri3x6"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"Http://play.eslgaming.com/player/12645175"}
Leon,Leon Ren,Australia,Chiefs Esports Club,Retired,{"twitch_link":"https://www.twitch.tv/leon"\,twitter_link:"https://twitter.com/ImLeonRen"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
LeoN,,Japan,ORTHROS FANG,Active,{"twitch_link":"https://www.twitch.tv/leon_fps"\,twitter_link:"https://twitter.com/leon_fps"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Lerabinou,Julien Verrier,France,Solaris,Active,{"twitch_link":"https://www.twitch.tv/lerabinou"\,twitter_link:"https://twitter.com/lerabinou_"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Leviis,A?ssa Melih,France,Solaris,Unknown,{"twitch_link":"https://www.twitch.tv/leviistv"\,twitter_link:"https://twitter.com/_leviis"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
lh0yd,Matias Aguirre,Argentina,Solaris,Retired,{"twitch_link":"https://www.twitch.tv/lh0yd"\,twitter_link:"https://twitter.com/lh0yd1"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCktPIUAVszeC6D9RvQFD1uw/"\,esl_profile_link:"Http://play.eslgaming.com/player/11628191"}
liemek,Iwo Tylus,Poland,Solaris,Active,{"twitch_link":"https://www.twitch.tv/l1emek"\,twitter_link:"https://twitter.com/liemek"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCQDYgxAVD42BMMAjvg16mFQ"\,esl_profile_link:"None"}
Lifted,Isiaih Slowik,United States,Solaris,Retired,{"twitch_link":"https://www.twitch.tv/lifted"\,twitter_link:"https://twitter.com/100T_Lifted"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Linz,Lindsey Kingrey,United States,Solaris,Active,{"twitch_link":"https://www.twitch.tv/Linz"\,twitter_link:"https://twitter.com/LinzTwitch"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/LinzGames"\,esl_profile_link:"None"}
LionFYD,Atanas Dimitrov,United States,Team Pop-Tarts,Active,{"twitch_link":"https://www.twitch.tv/Lion"\,twitter_link:"https://twitter.com/LionFYD"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Liphnn,Aiden Young,United Kingdom,Phoenix Legacy,Active,{"twitch_link":"https://www.twitch.tv/Liphnn"\,twitter_link:"https://twitter.com/Liphnn1"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
LittleArif,Aiman Arif,Malaysia,Primis Komanda,Active,{"twitch_link":"https://www.twitch.tv/littlearif"\,twitter_link:"https://twitter.com/LittleArifg"\,facebook_link:"http://facebook.com/LittleArifg"\,youtube_link:"http://www.youtube.com/channel/UCd6rAA_M68a-GEZQI--5VqQ"\,esl_profile_link:"None"}
LLEVA,,Japan,Primis Komanda,Retired,{"twitch_link":"https://www.twitch.tv/lleva7"\,twitter_link:"https://twitter.com/LLEVA__"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Logicly,Garrett Bowman,United States,Primis Komanda,Retired,{"twitch_link":"https://www.twitch.tv/logicly"\,twitter_link:"https://twitter.com/Logiclybr"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"Http://play.eslgaming.com/player/13838546"}
Lone,Tiaan Bezuidenhout,South Africa,Primis Komanda,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/Lonee_za"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Loopy,Levi Arnett,United States,Primis Komanda,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/Llo_0py"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Losido,Cole Garrett Stewart,United States,Primis Komanda,Retired,{"twitch_link":"https://www.twitch.tv/losido"\,twitter_link:"https://twitter.com/losido"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
LosJin,No Sol,South Korea,esports team αD,Active,{"twitch_link":"https://www.twitch.tv/losjin"\,twitter_link:"https://twitter.com/LosJin0106"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
lou,Trenton Clements,United States,Sentinels,Active,{"twitch_link":"https://www.twitch.tv/LouStreams"\,twitter_link:"https://twitter.com/LouStreams"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"Http://play.eslgaming.com/player/12086329"}
LowKey,Liam,Australia,Sentinels,Active,{"twitch_link":"https://www.twitch.tv/ocelowkey"\,twitter_link:"https://twitter.com/OCELowKey"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Lowley,Philip Olsen,Denmark,Sentinels,Retired,{"twitch_link":"https://www.twitch.tv/lowley"\,twitter_link:"https://twitter.com/Lowley123"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"Http://play.eslgaming.com/player/13961302"}
Luatyan,,Japan,Sentinels,Active,{"twitch_link":"https://www.twitch.tv/he_luatyan"\,twitter_link:"https://twitter.com/Luatyan_"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCPsaod29heyhkMA85q9j01w"\,esl_profile_link:"None"}
LuluLuvely,Lindsey,United States,NRG,Active,{"twitch_link":"https://www.twitch.tv/lululuvely"\,twitter_link:"https://twitter.com/lululuvely"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/cchannel/UCt_6XVmrRDEeOOuSo1iunDg"\,esl_profile_link:"None"}
Lumiii_N,Vladislav Dotsenko,Russia,DungeonMast33rs,Active,{"twitch_link":"https://www.twitch.tv/lumiii_n"\,twitter_link:"https://twitter.com/Lumi_N0"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Lunnasy,Victor Manuel Cortez Varas,Chile,DungeonMast33rs,Active,{"twitch_link":"https://www.twitch.tv/lunnasy_"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
LuQi,Lucas Rodrigues,Brazil,DungeonMast33rs,Active,{"twitch_link":"https://www.twitch.tv/tbs_luqi"\,twitter_link:"https://twitter.com/kushlucass"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Lusquinn,Lucas Pontes Pinheiro,Brazil,Fênix Team,Active,{"twitch_link":"https://www.twitch.tv/Lusquinn"\,twitter_link:"https://twitter.com/Lusquinnn"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCQNutd1ZK88SCNalZbqQuvQ"\,esl_profile_link:"None"}
Lusy,,Japan,Fênix Team,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/xLusy_"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/c/xLusy"\,esl_profile_link:"None"}
Lutziana,,Canada,Fênix Team,Active,{"twitch_link":"https://www.twitch.tv/lutziana"\,twitter_link:"https://twitter.com/Lutziana_"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/c/lutziana"\,esl_profile_link:"None"}
Luxford,Daniel Castellano,United States,Fênix Team,Active,{"twitch_link":"https://www.twitch.tv/iuxford"\,twitter_link:"https://twitter.com/DcLuxford"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Lxrss,Lars Goossens,Netherlands,Fênix Team,Active,{"twitch_link":"https://www.twitch.tv/ilxrss"\,twitter_link:"https://twitter.com/Lxrss020"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
LyndonFPS,Lyndon Lauder,Canada,Fênix Team,Retired,{"twitch_link":"https://www.twitch.tv/LyndonFPS"\,twitter_link:"https://twitter.com/LyndonFPS"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UC-rewPKevEjeBib38ihoTPA"\,esl_profile_link:"None"}
lyric,Lyric Quinonez,United States,eUnited,Retired,{"twitch_link":"https://www.twitch.tv/lyric"\,twitter_link:"https://twitter.com/lyrics4n"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/c/remedyy12"\,esl_profile_link:"None"}
M0,Mohammad Almahallawi,Saudi Arabia,NASR Esports,Active,{"twitch_link":"https://www.twitch.tv/M0sigh"\,twitter_link:"https://twitter.com/M0sigh"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/c/CuzImLegit"\,esl_profile_link:"None"}
M4KKUR0,Marco Perrone,Italy,Mutariuum,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/MakkuEsportsIT"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Madillerr,,Japan,Mutariuum,Retired,{"twitch_link":"https://www.twitch.tv/madillerr"\,twitter_link:"https://twitter.com/madillerr"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
MaestroJefe,Hugo Joquin Bavastro,Argentina,Nocturns Gaming,Active,{"twitch_link":"https://www.twitch.tv/maestrojefe"\,twitter_link:"https://twitter.com/maestrojefe1"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
maff,Jo Yong-jun,South Korea,Nocturns Gaming,Active,{"twitch_link":"https://www.twitch.tv/RC_maff"\,twitter_link:"https://twitter.com/maffapex"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Magpie,,Japan,Nocturns Gaming,Active,{"twitch_link":"https://www.twitch.tv/cog_magpie"\,twitter_link:"https://twitter.com/magpie_ch"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Mainy,Kang Hyeon-jun,South Korea,Flora esports,Active,{"twitch_link":"https://www.twitch.tv/supermainy"\,twitter_link:"https://twitter.com/SuperMeyNE"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCquWPl-R7owgJO6_zcL9fHA"\,esl_profile_link:"None"}
Maliwan,Alexey Rusinov,Russia,Team Empire,Active,{"twitch_link":"https://www.twitch.tv/maliwan_rill"\,twitter_link:"https://twitter.com/MaliwanRill"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCD5sqNbss-nwLn5ClGLn9KQ"\,esl_profile_link:"None"}
Mamba,Sebastien Cabrera,United States,Counter Logic Gaming,Active,{"twitch_link":"https://www.twitch.tv/malicemamba"\,twitter_link:"https://twitter.com/MaliceMamba"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Mande,Mikkel Halle Hestbek,Denmark,SCARZ EU,Active,{"twitch_link":"https://www.twitch.tv/mande"\,twitter_link:"https://twitter.com/MandeOW"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCTXqDy7RTOoi_p2JyySAa_A?view_as=subscriber"\,esl_profile_link:"Http://play.eslgaming.com/player/13966759"}
ManDi,Park Jae-geun,South Korea,REJECT,Active,{"twitch_link":"https://www.twitch.tv/apexmandi"\,twitter_link:"https://twitter.com/Mandi930"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCueDFKT4vH5PLOWDpEni2vQ"\,esl_profile_link:"None"}
Mange,Alberto Mangeruga,Argentina,REJECT,Active,{"twitch_link":"https://www.twitch.tv/admange"\,twitter_link:"https://twitter.com/ADMangee"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Marreta,Thiago Martins,Brazil,REJECT,Active,{"twitch_link":"https://www.twitch.tv/onlymarreta"\,twitter_link:"https://twitter.com/OnlyMarreta"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Masanori,,Japan,REJECT,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/MasaBd1997"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCfpbCfpEihp3V0c_KzvNC4w"\,esl_profile_link:"None"}
Mask,Roger Boni,Italy,Morning Stars,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/SMS_Mask"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
MaTaFe,Matej Fekonja,Slovenia,Guild Esports,Active,{"twitch_link":"https://www.twitch.tv/matafe_"\,twitter_link:"https://twitter.com/matafe_"\,facebook_link:"http://facebook.com/MaTaFeTV"\,youtube_link:"http://www.youtube.com/channel/UC2viPs5blVDvcu9TmD1A6uQ"\,esl_profile_link:"None"}
Mate,,Japan,Guild Esports,Retired,{"twitch_link":"https://www.twitch.tv/mate___mate"\,twitter_link:"https://twitter.com/gyarusaikou"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCS-TxEGhX7xKATbqRkqq_bA/featured"\,esl_profile_link:"None"}
Matrixx,Iljas Amagow,Austria,Guild Esports,Retired,{"twitch_link":"https://www.twitch.tv/matrixxapex"\,twitter_link:"https://twitter.com/MatrixxAPEX"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"Http://play.eslgaming.com/player/13462601"}
MatsuTasu,Keita Matsura,Japan,GameWith,Active,{"twitch_link":"https://www.twitch.tv/matsutasu"\,twitter_link:"https://twitter.com/matsutasu"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UChInApZ99tKu1jBXSeflS8Q"\,esl_profile_link:"None"}
MattPickett,Matt Pickett,United Kingdom,start a fight eSports,Active,{"twitch_link":"https://www.twitch.tv/MattPickett"\,twitter_link:"https://twitter.com/MattPickett_"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Maveriick,Julián Alfaro,Chile,start a fight eSports,Active,{"twitch_link":"https://www.twitch.tv/MaveriickTTV"\,twitter_link:"https://twitter.com/MaveriickTTV"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCPp7d1wqjYBIUKDjsHjyNUg"\,esl_profile_link:"None"}
