player_name,real_name,nationality,team,player_status,link,link2,link3,link3,link4
EsProxy,Esmari Swart,South Africa,789,Active,{"twitch_link":"https://www.twitch.tv/esproxy"\,twitter_link:"https://twitter.com/EsProxyZA"\,facebook_link:"http://facebook.com/EsProxyZA"\,youtube_link:"http://www.youtube.com/channel/UCFflesJtKoy9GXR6rXAa-Ww?view_as=subscriber"\,esl_profile_link:"None"}
Eternal,Evandro Monteiro Coelho,Brazil,ODDIK,Active,{"twitch_link":"https://www.twitch.tv/eternal1fps"\,twitter_link:"https://twitter.com/eternal1fps"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Etheriia,Alec Braganza,United States,ODDIK,Retired,{"twitch_link":"https://www.twitch.tv/EtheriiaTV"\,twitter_link:"https://twitter.com/Etheriia"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Euriece,Jan Del Rosario,Canada,Torrent,Active,{"twitch_link":"https://www.twitch.tv/euriece"\,twitter_link:"https://twitter.com/realEuriece"\,facebook_link:"http://facebook.com/Euriece"\,youtube_link:"http://www.youtube.com/euriece"\,esl_profile_link:"None"}
EVERMORE2,Koo Kyo-jun,South Korea,Torrent,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/EvermoreSecond"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
evokje,Elvinas Padegimas,Lithuania,Mutariuum,Active,{"twitch_link":"https://www.twitch.tv/evokje"\,twitter_link:"https://twitter.com/ev0kje"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCkoAyY8zpmxnKQz42Vkhkpw"\,esl_profile_link:"None"}
evzy,Evelyn La Torre,Argentina,Team DeftFox,Active,{"twitch_link":"https://www.twitch.tv/evzy9"\,twitter_link:"https://twitter.com/evzy9"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Exens,Maxim Dmitruk,Russia,dead inside,Active,{"twitch_link":"https://www.twitch.tv/exens"\,twitter_link:"https://twitter.com/1Exens"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com//channel/UCHYps00N0NILBkwNkLTmc-A/about"\,esl_profile_link:"Http://play.eslgaming.com/player/10277955"}
Exile,Jesse Aldazabal,United States,Team Pop-Tarts,Active,{"twitch_link":"https://www.twitch.tv/exileew"\,twitter_link:"https://twitter.com/ewexile"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Exko,Dakota MacLeod,Canada,Team Pop-Tarts,Retired,{"twitch_link":"None"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"Http://play.eslgaming.com/player/13413343"}
eytiiN,Lucas Holmqvist,Sweden,Clique Esports,Active,{"twitch_link":"https://www.twitch.tv/eytiin18"\,twitter_link:"https://twitter.com/eytii_n"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
EzFlash,Muamar Fahri Abrar,Indonesia,Method2Madness,Active,{"twitch_link":"https://www.twitch.tv/ezflashkldz"\,twitter_link:"None"\,facebook_link:"http://facebook.com/EzFlashKIDZ"\,youtube_link:"http://www.youtube.com/channel/UCpZVHeZVIP7nkOE7ofgLCog"\,esl_profile_link:"None"}
eziiie,Pawe? ?wider,Poland,Method3Madness,Active,{"twitch_link":"https://www.twitch.tv/eziiie"\,twitter_link:"https://twitter.com/eziie_"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCX6qiCisYTM6W65skDJKDvA?view_as=subscriber"\,esl_profile_link:"None"}
Faenex,Kai van Duppen,Netherlands,Forg Gang,Active,{"twitch_link":"https://www.twitch.tv/faenex"\,twitter_link:"https://twitter.com/faenex"\,facebook_link:"http://facebook.com/OfficialFaenex"\,youtube_link:"None"\,esl_profile_link:"None"}
Faide,Cole Caswell,United States,Forg Gang,Active,{"twitch_link":"https://www.twitch.tv/Faide"\,twitter_link:"https://twitter.com/FaideTwitch"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCrDFC0z7qUlI1KQZ26eL2xw"\,esl_profile_link:"None"}
Falloutt,Jon Kefaloukos,United States,Forg Gang,Active,{"twitch_link":"https://www.twitch.tv/falloutt"\,twitter_link:"https://twitter.com/Falloutt"\,facebook_link:"http://facebook.com/jonfalloutt"\,youtube_link:"http://www.youtube.com/channel/UCxZg3s7JE9LKh-kHfRdqPow"\,esl_profile_link:"None"}
Farmerlucas,Lucas Watson,United States,Forg Gang,Active,{"twitch_link":"https://www.twitch.tv/farmerlucas"\,twitter_link:"https://twitter.com/Farmerlucas_"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCisv_Rgs-q5a7ziVFhgnrgQ"\,esl_profile_link:"None"}
FatFruitNinja,Ryan Pritchard,United States,Absolute Monarchy,Active,{"twitch_link":"https://www.twitch.tv/FatFruitNinja"\,twitter_link:"https://twitter.com/FatFruitNinja"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCBOVjBqXmRL4mH9tVpUtFmw?view_as=subscriber"\,esl_profile_link:"None"}
FATTMONSTER,Hasan Ali Naqvi,India,XSpark,Active,{"twitch_link":"https://www.twitch.tv/fattmonster_"\,twitter_link:"https://twitter.com/Naqviiiiiii"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/FATTMONSTER"\,esl_profile_link:"None"}
FeiJu,Lingjun Guo,China,MDY White,Active,{"twitch_link":"None"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
felipiant,Felipi Antoni,Brazil,MDY White,Active,{"twitch_link":"https://www.twitch.tv/felipiant"\,twitter_link:"https://twitter.com/Felipiant"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
FenDiiLYZ,Lee Yong Ze,Malaysia,MDY White,Active,{"twitch_link":"https://www.twitch.tv/fendiilyz"\,twitter_link:"None"\,facebook_link:"http://facebook.com/MYFenDiiLYZ"\,youtube_link:"None"\,esl_profile_link:"None"}
feu,Alefe Dos Santos,Brazil,MDY White,Banned,{"twitch_link":"https://www.twitch.tv/feu_fps"\,twitter_link:"https://twitter.com/Feu_fps"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCtfChPZHrQ543NN4t-DSesA"\,esl_profile_link:"None"}
Finest,Austin Pendergraft,United States,Tempo Storm,Active,{"twitch_link":"https://www.twitch.tv/AustinFinestt"\,twitter_link:"https://twitter.com/TempoFinest"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Finicki,Chris Cox,United States,Tempo Storm,Retired,{"twitch_link":"https://www.twitch.tv/finicki"\,twitter_link:"https://twitter.com/FinickiTV"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCYIeF_yqK5hz_tq9gJPke4w?view_as=subscriber"\,esl_profile_link:"None"}
FiReMaNNN,Javier Collado,Chile,Tempo Storm,Retired,{"twitch_link":"None"\,twitter_link:"https://twitter.com/FiReMaNNN7"\,facebook_link:"http://facebook.com/firemanncollado"\,youtube_link:"None"\,esl_profile_link:"None"}
Firo,,Japan,Tempo Storm,Active,{"twitch_link":"https://www.twitch.tv/firosknaht"\,twitter_link:"https://twitter.com/FiroSknaht"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
fitoo,Artem Ivanov,Russia,Magicians,Active,{"twitch_link":"https://www.twitch.tv/fitoo24"\,twitter_link:"https://twitter.com/ifitoo24"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Fixzao,,Brazil,Magicians,Active,{"twitch_link":"https://www.twitch.tv/ffix"\,twitter_link:"https://twitter.com/ffix_official"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/c/ffixofficial"\,esl_profile_link:"None"}
Fjeldern,Markus Fjeld,Norway,Magicians,Retired,{"twitch_link":"https://www.twitch.tv/Fjeldern"\,twitter_link:"https://twitter.com/FjeldernBR"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCsGojLWa4VVE6gBsGynqoog"\,esl_profile_link:"Http://play.eslgaming.com/player/13055702"}
fLameShotx,Tuan Attiff,Malaysia,MBT.NAGA,Active,{"twitch_link":"None"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Flanker,Thomas Cook,United States,Team Liquid,Active,{"twitch_link":"https://www.twitch.tv/Flanker"\,twitter_link:"https://twitter.com/Liquid_Flanker"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Flaws,,Australia,Team Liquid,Retired,{"twitch_link":"https://www.twitch.tv/oflaws"\,twitter_link:"https://twitter.com/FlaawsM8"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Fleeky_af,Aaron Staeben,Germany,Team Liquid,Retired,{"twitch_link":"https://www.twitch.tv/fleeky_af"\,twitter_link:"https://twitter.com/AfFleeky"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Fleow,Felipe Oliveira,Brazil,Team Liquid,Active,{"twitch_link":"https://www.twitch.tv/FleowTV"\,twitter_link:"https://twitter.com/1Fleow"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Fokarn,Alexander S?derberg,Sweden,Team Liquid,Active,{"twitch_link":"https://www.twitch.tv/fokarn"\,twitter_link:"https://twitter.com/F0karn"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
FOLKZ,Bruno Fernandes,Brazil,Team Liquid,Active,{"twitch_link":"https://www.twitch.tv/FOLKZgg"\,twitter_link:"https://twitter.com/FOLKZgg"\,facebook_link:"http://facebook.com/FOLKZgg"\,youtube_link:"http://www.youtube.com/FOLKZ"\,esl_profile_link:"None"}
Folti,Ray Donald Dewald,Germany,Team Liquid,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/Folti_FPS"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Forcee,Eric Sanchez,Mexico,Team Nerf,Active,{"twitch_link":"https://www.twitch.tv/forceewut"\,twitter_link:"https://twitter.com/forceewut"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Forsak3n,Viktors Bernevs,Latvia,Team Nerf,Retired,{"twitch_link":"https://www.twitch.tv/forsak3now"\,twitter_link:"https://twitter.com/FORSAK3Now"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"Http://play.eslgaming.com/player/5190384"}
FoxieGG,Tyler Lowton,United Kingdom,Team Nerf,Retired,{"twitch_link":"https://www.twitch.tv/foxiegg"\,twitter_link:"https://twitter.com/Foxie_GG"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
foZej,Berk Gürel,Turkey,Team Nerf,Active,{"twitch_link":"https://www.twitch.tv/fozej_"\,twitter_link:"https://twitter.com/fozej_"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/thefozej"\,esl_profile_link:"None"}
FRANxx,,Japan,RxR Clover,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/RxC_FRANxx"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCW5U5oTd44S8ZaoA978ievA"\,esl_profile_link:"None"}
Frapper,Brendan Frappier,Canada,RxR Clover,Active,{"twitch_link":"https://www.twitch.tv/frapper_"\,twitter_link:"https://twitter.com/frapper_21"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCUbctRX8Wt3sgqXfKPc7S9g"\,esl_profile_link:"None"}
Fratis,Jakkrapat Khemkhajohn,Thailand,RxR Clover,Active,{"twitch_link":"https://www.twitch.tv/FRATlS"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
frazi,Wellington Kuwana,Brazil,FusioN E-Sport,Active,{"twitch_link":"https://www.twitch.tv/frazigames_oficial"\,twitter_link:"https://twitter.com/frazigames"\,facebook_link:"http://facebook.com/frazigames"\,youtube_link:"None"\,esl_profile_link:"None"}
freddo,Luca Bacci,Italy,FusioN E-Sport,Retired,{"twitch_link":"https://www.twitch.tv/fredd0TV"\,twitter_link:"https://twitter.com/FreddoWasTaken"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"Http://play.eslgaming.com/player/10129514"}
FreeD,Vitalii Popov,Russia,FusioN E-Sport,Retired,{"twitch_link":"https://www.twitch.tv/apexfreed"\,twitter_link:"https://twitter.com/FreeD_Apex"\,facebook_link:"http://facebook.com/profile.php?id=100007092280395"\,youtube_link:"http://www.youtube.com/c/freedjkee"\,esl_profile_link:"None"}
FRESHY,Dario Smiljani?,Croatia,FusioN E-Sport,Retired,{"twitch_link":"https://www.twitch.tv/FRESHY_GG"\,twitter_link:"https://twitter.com/FRESHY_GG"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/FRESHY_GGG"\,esl_profile_link:"Http://play.eslgaming.com/player/4171295"}
Frexs,Joseph Sanchez,United States,Spacestation Gaming,Active,{"twitch_link":"https://www.twitch.tv/Frexs"\,twitter_link:"https://twitter.com/Frexs"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"Http://play.eslgaming.com/player/11910863"}
Frogz,Kaue Soares,Brazil,Fênix Team,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/Frogzw_"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Frostybee,Bagus Mega Setiawan,Indonesia,Fênix Team,Retired,{"twitch_link":"https://www.twitch.tv/frostybeee"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Ftyan,,Japan,Team UNITE,Active,{"twitch_link":"https://www.twitch.tv/ftyaaaan"\,twitter_link:"https://twitter.com/_Ftyan"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Fubuki,,Japan,O2 esports,Active,{"twitch_link":"https://www.twitch.tv/fubukimaster"\,twitter_link:"https://twitter.com/SabakiTwitch"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCjC8yoxALyP0r12BrwKcOWQ"\,esl_profile_link:"None"}
fuinhaFPS,André Luiz Lucatelli Borges,Brazil,BRAZUCAS,Active,{"twitch_link":"https://www.twitch.tv/fuinhafps"\,twitter_link:"https://twitter.com/fuinhafps"\,facebook_link:"http://facebook.com/fuinhafps"\,youtube_link:"http://www.youtube.com/fuinhafps"\,esl_profile_link:"None"}
FunFPS,Brandon Groombridge,United States,Team Liquid,Active,{"twitch_link":"https://www.twitch.tv/FunFPS"\,twitter_link:"https://twitter.com/funFPS"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCmsJHcZsMGYa-hYlH6_RJVw"\,esl_profile_link:"None"}
Funk,Rhys Smyth,Ireland,Team Liquid,Active,{"twitch_link":"https://www.twitch.tv/bigchunkfunk"\,twitter_link:"https://twitter.com/BigChunkFunk"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCJU4Xq0-S24vgBN_oEW9mZA"\,esl_profile_link:"None"}
Furaru,,Japan,Team Liquid,Retired,{"twitch_link":"https://www.twitch.tv/furaruzz"\,twitter_link:"https://twitter.com/FURARUzz"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Furen,Sebastian B?aszczyk,Poland,Team Liquid,Retired,{"twitch_link":"https://www.twitch.tv/furenn"\,twitter_link:"https://twitter.com/apexfuren"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"Http://play.eslgaming.com/player/5236995"}
Fury,Ariel Hernandez,United States,Team VIZIO,Active,{"twitch_link":"https://www.twitch.tv/furyxd"\,twitter_link:"https://twitter.com/Furysuxx"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Fussy,Cameron Clark,Australia,Sutoraiku,Active,{"twitch_link":"https://www.twitch.tv/FussyFF"\,twitter_link:"https://twitter.com/FussyFF"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
FuTuRe,Jaylen Gammage,United States,Sutoraiku,Retired,{"twitch_link":"https://www.twitch.tv/FuTuRe_JeN"\,twitter_link:"https://twitter.com/FuTuRe_JeN"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Fyzu,Dmitry Petrov,Russia,Sutoraiku,Retired,{"twitch_link":"https://www.twitch.tv/TheFyzu"\,twitter_link:"https://twitter.com/TheFyzu"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/c/TheFyzu"\,esl_profile_link:"Http://play.eslgaming.com/player/5436285"}
Fzr,,Japan,IGZIST,Active,{"twitch_link":"https://www.twitch.tv/fzzzr"\,twitter_link:"https://twitter.com/Fzr_oo"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
G0_Zh,Igor Zhukov,Russia,IGZIST,Active,{"twitch_link":"https://www.twitch.tv/g0_zh"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
G0PGAP,Nitipath Puangpaiboon,Thailand,IGZIST,Active,{"twitch_link":"https://www.twitch.tv/g0pgapz"\,twitter_link:"https://twitter.com/ItsGOPGAPz"\,facebook_link:"http://facebook.com/g0pgapz"\,youtube_link:"None"\,esl_profile_link:"None"}
G7Dank,Connor Luke,United States,Lazarus,Active,{"twitch_link":"https://www.twitch.tv/g7dank"\,twitter_link:"https://twitter.com/G7Dank"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Gabe,Gabriel Stohlmeyer,United States,Lazarus,Retired,{"twitch_link":"https://www.twitch.tv/Gabe_x"\,twitter_link:"https://twitter.com/Gabe_x1"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Gabeismon,Gabe Brunelle,United States,Lazarus,Retired,{"twitch_link":"https://www.twitch.tv/Gabe"\,twitter_link:"https://twitter.com/Gabeismon"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/gabeismon"\,esl_profile_link:"None"}
Gabonito,Gabriel,Chile,Lazarus,Active,{"twitch_link":"https://www.twitch.tv/gaboonito"\,twitter_link:"https://twitter.com/gabriel_316"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Gaijin,Thanakorn Mungkunkamsao,Thailand,WHIZ,Active,{"twitch_link":"https://www.twitch.tv/gaijinLive"\,twitter_link:"https://twitter.com/Gaijin_wz"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com//channel/UCuOiRQH7wlfMrb-1Dgk68Qw?view_as=subscriber"\,esl_profile_link:"None"}
Galatorix,Marcus Hultner,Sweden,WHIZ,Active,{"twitch_link":"https://www.twitch.tv/Galatorix123"\,twitter_link:"https://twitter.com/Galatorix"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Gallardd,Elías Gallardo,Argentina,TENGAA,Active,{"twitch_link":"https://www.twitch.tv/Gallardd"\,twitter_link:"https://twitter.com/_Gallardd"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/c/Gallaarrdd"\,esl_profile_link:"None"}
Ganjo,Jonathan Gandasasmita,Indonesia,TENGAA,Retired,{"twitch_link":"None"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
GaRpY,Gareth Marshall,United Kingdom,Myztro Gaming,Retired,{"twitch_link":"https://www.twitch.tv/myztrogarpy"\,twitter_link:"https://twitter.com/myztrogarpy"\,facebook_link:"http://facebook.com/myztrogarpy"\,youtube_link:"None"\,esl_profile_link:"None"}
Gaskin,Dan Gaskin,United Kingdom,Myztro Gaming,Active,{"twitch_link":"https://www.twitch.tv/Gaskin"\,twitter_link:"https://twitter.com/DanGaskin"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/GaskinDan"\,esl_profile_link:"None"}
GathaN,Achmad Haris,Indonesia,Myztro Gaming,Retired,{"twitch_link":"https://www.twitch.tv/gathannn"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
GatoK4,Darko Beltran,Chile,Myztro Gaming,Active,{"twitch_link":"https://www.twitch.tv/GatoC4"\,twitter_link:"https://twitter.com/DrkValorant"\,facebook_link:"http://facebook.com/GatoK4"\,youtube_link:"None"\,esl_profile_link:"Http://play.eslgaming.com/player/13412386"}
Gaxalies,Maxence Albaut,France,Myztro Gaming,Retired,{"twitch_link":"https://www.twitch.tv/gaxalies"\,twitter_link:"https://twitter.com/gaxalies"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCPE0txyV8J-sWhC3aE7tEoQ"\,esl_profile_link:"None"}
Gazzma,,Australia,Myztro Gaming,Active,{"twitch_link":"https://www.twitch.tv/Gazzma"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
gdolphn,Martin Skrydstrup,Denmark,Dexterity,Active,{"twitch_link":"https://www.twitch.tv/gdolphn"\,twitter_link:"https://twitter.com/gdolphn"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCy-cVbHeJV7UtZ4toHvJMXA"\,esl_profile_link:"None"}
geesh,Garrett Shearer,United States,Dexterity,Retired,{"twitch_link":"https://www.twitch.tv/geesh"\,twitter_link:"https://twitter.com/geesh"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"Http://play.eslgaming.com/player/13835757"}
Gemasoft,Gerardo Martínez,Mexico,All Glory Gaming,Active,{"twitch_link":"https://www.twitch.tv/gemasoft"\,twitter_link:"https://twitter.com/gemasoft"\,facebook_link:"http://facebook.com/GemasoftMx"\,youtube_link:"http://www.youtube.com/GemasoftTv"\,esl_profile_link:"None"}
Genburten,Noyan Ozkose,Australia,Reignite,Active,{"twitch_link":"https://www.twitch.tv/genburten"\,twitter_link:"https://twitter.com/Genburten"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCvbsmO-lljcY5IEBFcpv6lA"\,esl_profile_link:"None"}
Geniusx,,Thailand,Overclock Esport,Active,{"twitch_link":"https://www.twitch.tv/geniusx_"\,twitter_link:"None"\,facebook_link:"http://facebook.com/OPGeniusx"\,youtube_link:"http://www.youtube.com/channel/UCMrogSzzMOMdOOr2aTZg9WQ"\,esl_profile_link:"None"}
Genome,Kale Morton,Australia,Overclock Esport,Active,{"twitch_link":"https://www.twitch.tv/GENOMEgg"\,twitter_link:"https://twitter.com/genomegg"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCAPJNDD0FXeta8wFbB-Docw"\,esl_profile_link:"None"}
Gentrifyinq,Rigo Padilla,United States,G2 Esports,Active,{"twitch_link":"https://www.twitch.tv/Gentrifyinq"\,twitter_link:"https://twitter.com/G2Gent"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCoC7DyeG3BO_n8VgzyQY_IA/videos"\,esl_profile_link:"None"}
Gerovic12,Nils Bode,Germany,G3 Esports,Active,{"twitch_link":"https://www.twitch.tv/gerovic12"\,twitter_link:"https://twitter.com/gerovic12"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCnEabrzPPo6AzFQZsFf0H-g"\,esl_profile_link:"None"}
GGEZ_Deep,Jian-Chang Li,Taiwan,StinkyB,Active,{"twitch_link":"https://www.twitch.tv/ggez_deep"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Gigz,Connor White,United States,StinkyB,Retired,{"twitch_link":"https://www.twitch.tv/gigz"\,twitter_link:"https://twitter.com/Gigz"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Gildersons,Zachary Dennis,United States,Team Liquid,Active,{"twitch_link":"https://www.twitch.tv/gildersons"\,twitter_link:"https://twitter.com/Gildersons_"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Glahn,Alex Glahn,United States,Team Liquid,Retired,{"twitch_link":"https://www.twitch.tv/glahnwiththewind"\,twitter_link:"https://twitter.com/GlahnBR"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"Http://play.eslgaming.com/player/13958043"}
Glat,Nguy?n H?u Ngh?a,Vietnam,Team Liquid,Retired,{"twitch_link":"None"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
GlitterXplosion,Lauren Laracuente,United States,Team Liquid,Active,{"twitch_link":"https://www.twitch.tv/GlitterXplosion"\,twitter_link:"https://twitter.com/GlitterXplosion"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Gnaske,Casper Emil Pr?stensgaard,Denmark,GMT Esports,Active,{"twitch_link":"https://www.twitch.tv/Gnaske"\,twitter_link:"https://twitter.com/Gnaske_lone"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCKnOj4CkqS_KaDdURFeU8JA"\,esl_profile_link:"None"}
Golden,,United States,GMT Esports,Active,{"twitch_link":"https://www.twitch.tv/silencedisgolden"\,twitter_link:"https://twitter.com/SilencedGolden"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Goldenboy,Alex Mendez,United States,GMT Esports,Unknown,{"twitch_link":"https://www.twitch.tv/goldenboyftw"\,twitter_link:"https://twitter.com/GoldenboyFTW"\,facebook_link:"http://facebook.com/GoldenboyFTW"\,youtube_link:"http://www.youtube.com/GoldenboyFTW"\,esl_profile_link:"None"}
GossEyee,Naphat Thongjitr,Thailand,GMT Esports,Retired,{"twitch_link":"https://www.twitch.tv/gosseyee"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UCNnCIg9wWh1xITC7hA1KYhQ?view_as=subscriber"\,esl_profile_link:"None"}
Graceful,Martin Wongphrom,Sweden,Kungarna,Active,{"twitch_link":"https://www.twitch.tv/graceful"\,twitter_link:"https://twitter.com/GracefulFPS"\,facebook_link:"http://facebook.com/GracefulFPS"\,youtube_link:"http://www.youtube.com/channel/UCeF8cAGaR2emn1bILIwaYXg"\,esl_profile_link:"None"}
Grego,Gregory McAllen,United States,Kungarna,Retired,{"twitch_link":"https://www.twitch.tv/Grego"\,twitter_link:"https://twitter.com/GregoFPS"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
GregoM,Gregorio Martinez,Argentina,Kungarna,Active,{"twitch_link":"https://www.twitch.tv/gregom7"\,twitter_link:"https://twitter.com/GregoMartinez7"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
Grettsu,Jeremy Mackin,United States,Kungarna,Retired,{"twitch_link":"https://www.twitch.tv/grettsu"\,twitter_link:"https://twitter.com/grettssu"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
GrimReality,Christopher Schaefer,United States,Kungarna,Retired,{"twitch_link":"https://www.twitch.tv/grimrealityow"\,twitter_link:"https://twitter.com/Grimreality"\,facebook_link:"http://facebook.com/GrimRealityOW"\,youtube_link:"None"\,esl_profile_link:"None"}
GsBird,Gavin Schmidt,United States,Lazarus,Active,{"twitch_link":"https://www.twitch.tv/GsBird"\,twitter_link:"https://twitter.com/GsBird"\,facebook_link:"http://facebook.com/GsBirdGaming"\,youtube_link:"http://www.youtube.com/channel/UCOVfACmknLoPHbLUjJ1A08A"\,esl_profile_link:"None"}
Gsnkryu,,Japan,SBI e-Sports,Active,{"twitch_link":"None"\,twitter_link:"https://twitter.com/Gsnkryu"\,facebook_link:"None"\,youtube_link:"http://www.youtube.com/channel/UC793Yi5F20jQjO5XiggGlbw"\,esl_profile_link:"None"}
GueiGo,Kuan-Hsian Su,Taiwan,SBI e-Sports,Retired,{"twitch_link":"https://www.twitch.tv/sweetcampercs"\,twitter_link:"None"\,facebook_link:"http://facebook.com/sweetcamper"\,youtube_link:"http://www.youtube.com/channel/UCXxlznCte1pRG3ImfMSUCHQ"\,esl_profile_link:"None"}
GuGu,,China,MDY,Active,{"twitch_link":"None"\,twitter_link:"None"\,facebook_link:"None"\,youtube_link:"None"\,esl_profile_link:"None"}
